Date,beta1,beta2,beta3
2015-01-30,2.02675978723766,-1.71840419809517,-2.69998491433172
2015-02-27,1.91912665389253,-1.62860644460721,-2.69935827804667
2015-03-31,1.99655682375751,-1.6872361422214,-2.58878905280463
2015-04-30,1.99139951496358,-1.68301356046406,-2.60155169958301
2015-05-29,1.94178413387744,-1.65295655000199,-2.60904735048556
2015-06-30,2.00467189429756,-1.65054089826342,-2.56306639854673
2015-07-31,2.05409515224542,-1.67436068471275,-2.50727678666154
2015-08-31,2.17830742521004,-1.82022107885649,-2.4161855922362
2015-09-30,2.46244769815108,-2.16595637896835,-2.44333135024316
2015-10-30,2.10429644424687,-1.73724147497011,-2.53189649838191
2015-11-30,2.05178955092127,-1.6950801905485,-2.54424903363481
2015-12-31,2.16681595018364,-1.73866848837323,-2.61217017684244
