Date,beta1,beta2,beta3
2008-01-04,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-07,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-08,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-09,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-10,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-11,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-14,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-15,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-16,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-17,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-18,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-21,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-22,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-23,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-24,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-25,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-28,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-29,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-30,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-01-31,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-02-01,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-02-04,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-02-05,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-02-06,0.469431673980921,-0.335584256392888,-0.331730267769226
2008-02-07,0.753698852101726,-0.54079927246143,-0.318176279266436
2008-02-08,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-11,0.753698852101726,-0.540799272461429,-0.318176279266437
2008-02-12,0.753698852101726,-0.540799272461429,-0.318176279266437
2008-02-13,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-14,0.753698852101726,-0.54079927246143,-0.318176279266436
2008-02-15,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-18,0.753698852101726,-0.54079927246143,-0.318176279266436
2008-02-19,0.753698852101726,-0.54079927246143,-0.318176279266436
2008-02-20,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-21,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-22,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-25,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-26,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-27,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-28,0.753698852101726,-0.54079927246143,-0.318176279266437
2008-02-29,0.841290386883378,-0.605852214917503,-0.382976051499879
2008-03-03,0.879099735739988,-0.635757691329356,-0.38335571833066
2008-03-04,0.872935644631441,-0.630962973358751,-0.381752749581823
2008-03-05,0.872935644631441,-0.630962973358751,-0.381752749581824
2008-03-06,0.872935644631441,-0.630962973358751,-0.381752749581823
2008-03-07,0.904580902379505,-0.656073731799999,-0.380529447663769
2008-03-10,1.02391933280869,-0.723235080964975,-0.419177339547689
2008-03-11,1.03506671781597,-0.731052717052108,-0.417842471221631
2008-03-12,1.02273841324056,-0.721463383577483,-0.414635626679145
2008-03-13,1.06588740869912,-0.755026375326541,-0.425858792253661
2008-03-14,1.09940899345816,-0.775378007769162,-0.439233558109669
2008-03-17,1.14525891154723,-0.805318925346085,-0.455815388336413
2008-03-18,1.0937886250556,-0.751383226757127,-0.478991437600059
2008-03-19,1.10599272914531,-0.843748510461311,-0.481420828602213
2008-03-20,1.11823713835133,-0.853550647027736,-0.483974901543888
2008-03-21,1.11823713835133,-0.853550647027736,-0.483974901543888
2008-03-24,1.07930103078555,-0.826069594488932,-0.490622236110026
2008-03-25,0.993017117132504,-0.758907794386031,-0.468285422319612
2008-03-26,1.06964848836387,-0.806880465160739,-0.484240375309516
2008-03-27,1.08813785040624,-0.821272249914815,-0.489026633436151
2008-03-28,1.08813785040624,-0.821272249914815,-0.489026633436151
2008-03-31,1.10313785040624,-0.821272249914815,-0.489026633436152
2008-04-01,0.988832846545975,-0.782894065300688,-0.47626324416778
2008-04-02,0.97034340496395,-0.768502380223861,-0.471476442462141
2008-04-03,0.930690838990269,-0.749313321055327,-0.465094343690322
2008-04-04,0.896038392521617,-0.730124210507688,-0.458712986692837
2008-04-07,0.823765023540502,-0.687705476076683,-0.403983334347217
2008-04-08,0.823765023540502,-0.687705476076682,-0.403983334347218
2008-04-09,0.823765023540502,-0.687705476076683,-0.403983334347216
2008-04-10,0.859094459782519,-0.725305122263577,-0.361775821456176
2008-04-11,0.852931249843034,-0.720507824324391,-0.360179887105885
2008-04-14,0.859094459782519,-0.725305122263576,-0.361775821456177
2008-04-15,0.859094459782519,-0.725305122263577,-0.361775821456176
2008-04-16,0.852931249843034,-0.720507824324391,-0.360179887105884
2008-04-17,0.780306456286319,-0.65918630448813,-0.336762070149875
2008-04-18,0.762415346374896,-0.642162531656398,-0.339403420436084
2008-04-21,0.705428998405153,-0.599600240870262,-0.316960576699471
2008-04-22,0.705428998405153,-0.599600240870262,-0.316960576699471
2008-04-23,0.693460944622264,-0.58585971460086,-0.320284243982541
2008-04-24,0.674971540566779,-0.571467934341512,-0.315497734238258
2008-04-25,0.632564009829906,-0.536764675857269,-0.292629002620542
2008-04-28,0.58790405757144,-0.50379701745953,-0.273377683397211
2008-04-29,0.58790405757144,-0.50379701745953,-0.273377683397211
2008-04-30,0.61812140361198,-0.530415268116695,-0.273927160122642
