BIS Statistics Explorer
"Table D10.3: OTC, credit default swaps, by remaining maturity"
Dataset: Semiannual OTC derivatives statistics(OTC_DERIV)
Unit: USD millions; Herfindahl indices in units
Data updated: 25/05/2016 16:02
"Frequency","International Financial Statistics block","Measure","Risk category","Instrument","Counterparty","Reporting country","Currency, maturity, equity region","Location","Period",30/06/1998,31/12/1998,30/06/1999,31/12/1999,30/06/2000,31/12/2000,30/06/2001,31/12/2001,30/06/2002,31/12/2002,30/06/2003,31/12/2003,30/06/2004,31/12/2004,30/06/2005,31/12/2005,30/06/2006,31/12/2006,30/06/2007,31/12/2007,30/06/2008,31/12/2008,30/06/2009,31/12/2009,30/06/2010,31/12/2010,30/06/2011,31/12/2011,30/06/2012,31/12/2012,30/06/2013,31/12/2013,30/06/2014,31/12/2014,30/06/2015,31/12/2015
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","X:Residual financial institutions ( for reporting only)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:N:X:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,284967,222679,1300041,1795890,2582996,3071925,3805160,3265516,1631909,1338080,879643,392313,444672,464255,438520,335043,351451,253169,261439,251462,336983,309979,223233
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","E:Other financial institutions","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:O:E:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,41132,80481,78695,144965,200321,298678,341044,381347,277086,531988,412324,407470,352102,581515,996903,917184,691549,531886,575910,691170,493544,340528,381182
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","V:SPVs, SPCs, or SPEs","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:A:V:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,34262,44527,22120,30953,23341,20168,25364,30829,28944,24354,30353,146668,118157,215750,163428,240350,308638,225538,221903,133604,115405,100262,70991
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","B:All counterparties (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:A:B:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,813657,1615143,2205219,4154201,7130552,11562337,14462625,12381295,9575889,6677896,5874362,4462999,3884144,3906650,2748471,2279523,1420156,1266840,830499,814169,662302,714460,501712
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","V:SPVs, SPCs, or SPEs","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:O:V:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,28193,33685,17376,25976,18071,15916,17089,24334,22266,21357,20983,101876,88313,153807,115606,190324,216563,186461,183278,95655,78032,64279,35434
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","E:Other financial institutions","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:O:E:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,76085,197068,176287,458696,656679,1519052,2019004,1508164,921082,720353,642534,534325,418637,490927,327847,337987,193568,114938,122051,148065,134153,194522,120212
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","U:Insurance and financial guaranty firms","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:A:U:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,20962,30948,71092,123309,105593,136131,195914,191822,198297,184286,173816,121140,114584,164568,86525,78290,54130,41399,35014,39044,33423,30432,27271
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","X:Residual financial institutions ( for reporting only)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:N:X:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,132907,115861,672067,929666,1353363,1664521,1963925,1664846,831927,704333,475507,201206,228936,220641,202701,152387,161589,115496,120037,99619,164017,148077,104224
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","X:Residual financial institutions ( for reporting only)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:O:X:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,4009,19562,49421,99978,201760,577690,699914,533041,197659,172058,179401,88320,45676,40335,28108,19359,15806,13470,14835,17443,26237,60247,15647
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","F:Non-financial customers","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:A:F:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,83256,54521,105540,151266,214542,223120,244327,327102,112661,287236,261754,127703,55090,40672,30685,26194,22897,32492,24083,26996,20375,20269,14174
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","E:Other financial institutions","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:A:E:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,267295,338018,386027,580153,773195,1087826,1225582,1472784,1141203,1585869,1266042,1363230,1239482,1579492,2143108,2026476,1879281,1568151,1438053,1615896,1265864,984879,1111995
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","X:Residual financial institutions ( for reporting only)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:A:X:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,41691,41534,311154,536934,994431,1582652,1766552,1351493,644511,484346,414391,180383,145551,114684,89076,54384,43935,78190,41431,42566,48358,83193,25898
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","B:All counterparties (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:O:B:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,300818,530691,768027,1756727,3335358,5874537,7146697,6182569,4039440,2533623,2193479,2020874,1621779,1867849,1194254,1099679,671971,398867,379044,389003,344719,429455,300720
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","V:SPVs, SPCs, or SPEs","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:N:V:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,12293,1057,772,1698,2676,829,1221,1315,2718,1447,7609,3698,11752,11944,12127,9699,25233,14522,6930,8574,4671,5959,6928
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","D:Reporting dealers (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:N:D:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,318305,698460,966750,1693201,2563027,3384796,4451418,4544230,4442797,3119370,2916806,1868262,1667480,1623604,1267009,965368,615588,725722,360364,321711,246583,233006,175740
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","S:Central counterparties","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:A:S:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2353286,3566367,4296078,3761334,3660857,3827428,4588364,4517289,4140013,3912966,3644262,3258833
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","W:Hedge funds","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:O:W:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,10930,78920,33862,22460,35546,44152,102323,116569,54414,21755,20312,171871,237440,347119,242649,318006,359053,474920,458580,428090,298992,296495,209672
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","B:All counterparties (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:A:B:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,909200,1765494,2405791,4407825,7352896,11686880,14098940,13081284,9965628,7057832,6198878,4770354,4082352,4193061,2951224,2426936,1528298,1311222,926588,934291,757940,896463,621174
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","B:All counterparties (gross)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:A:B:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,3374697,5386746,7513437,9910307,13365557,19110673,28749120,29144717,21121893,17679936,16340132,15729427,15797496,17559770,15320915,14222369,13847847,14084515,12103370,10535518,8874623,7728812,6095702
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","V:SPVs, SPCs, or SPEs","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:O:V:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,3371,2000,3161,6238,2279,1288,640,861,3255,1221,7364,14145,11579,12913,16266,26634,26964,26671,21140,14836,8407,6035,25637
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","F:Non-financial customers","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:O:F:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,39545,35821,37311,64522,148490,54110,39104,132072,54239,170585,221824,137425,31597,36343,15637,18256,26040,27952,32268,39434,41949,40570,32375
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","U:Insurance and financial guaranty firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:A:U:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,10262,26542,35154,29885,50799,47839,103815,48365,50548,55997,43649,35965,41708,51298,49129,43323,44956,49419,43943,43256,62673,43726,47796
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","X:Residual financial institutions ( for reporting only)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:A:X:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,74303,116787,646679,1090936,1967828,3181349,3662825,2862744,1402214,1099683,943190,461717,350191,261582,226653,175089,135633,195874,116076,123353,127525,231789,87378
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","T:Banks and security firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:N:T:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,369933,738759,1861171,2187620,1997349,3268625,5083312,5169983,4291927,4871524,4385482,3572568,3814205,2357755,1464182,1206978,1176818,890130,688432,794723,536715,503903,346065
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","T:Banks and security firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:N:T:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,184934,359856,925774,1100259,1007170,1633790,2513365,2652022,2211527,2458951,2252626,1830429,2092038,1227988,778790,651614,636374,491746,383907,439529,305731,282259,208880
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","C:Reporting dealers (net)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:N:C:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,160647,254978,334908,588741,822683,1045946,1242021,1657782,1383188,1471079,1487299,1323520,1349135,1650144,2245470,2383970,2312091,2113983,1692482,1369660,1134842,1004513,1041689
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","U:Insurance and financial guaranty firms","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:O:U:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,8323,10794,24047,74691,39107,43957,73249,61206,36088,47526,32845,52079,22934,87351,37730,31818,25964,19561,16054,15828,14838,12587,12119
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","D:Reporting dealers (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:O:D:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,157504,272293,444918,1089166,2483679,4575901,5575122,4332200,2927436,1558736,1239027,1198887,1082091,1196697,760187,680480,400281,204299,189148,167567,147946,135139,112604
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","S:Central counterparties","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:A:S:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228394,275579,330504,306931,303504,153012,109166,112653,130037,114789,147909,122833
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","U:Insurance and financial guaranty firms","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:O:U:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,8609,13824,27207,79672,48520,54882,99276,68124,44070,51930,37428,56775,27228,90822,43557,44840,31478,22245,18082,18482,17362,14869,14962
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","D:Reporting dealers (gross)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:N:D:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,161421,280349,406244,614386,842215,1058952,1220097,1674411,1369988,1475124,1507085,1328374,1334415,1632032,2230060,2367989,2290651,2128501,1687864,1362310,1128568,1000180,1045693
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","D:Reporting dealers (gross)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:A:D:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,174613,250658,281939,897941,1520700,1735581,2118863,2405780,1827795,2091426,2017695,1847564,1935991,2351729,3266567,3575346,3189114,2711977,2211793,2095140,1728058,1408995,1534738
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","V:SPVs, SPCs, or SPEs","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:O:V:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,4639,7947,3297,6562,4078,3283,852,984,3883,1769,7827,43452,16904,19917,22130,37431,44164,32970,31889,23131,11809,7654,29450
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","D:Reporting dealers (gross)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:O:D:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,269896,867046,1210207,1967928,3631880,5820375,8611831,8847337,5855367,3399406,3013622,3536625,3536456,4688036,4289757,3863973,3843433,4337523,3128641,2402390,1846775,1488874,1081360
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","W:Hedge funds","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:N:W:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,77871,88026,49959,33889,56578,55771,129281,96788,71068,48398,45505,286626,271958,359871,336667,339071,327011,325054,339684,348458,280706,264111,254392
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","S:Central counterparties","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:A:S:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1193535,1772601,2143069,1872170,1818154,1909036,2297468,2271972,2152375,1967472,1832692,1658437
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","W:Hedge funds","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:N:W:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,2901,2687,3466,9562,11585,7119,4871,14247,8574,3125,2956,23933,15628,17433,23352,29795,38426,13260,13659,16893,18646,16568,13649
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","A:All counterparties (net)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:O:A:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,398914,751872,978000,2244986,4103340,7580290,9459332,7696961,4988614,3360693,2921090,2599590,2058912,2396895,1525418,1441972,870300,513466,502312,539645,479478,618867,419204
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","W:Hedge funds","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:O:W:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,2871,22270,6500,10218,12477,9484,34751,13316,5338,7978,4949,24351,19693,43524,37732,48404,33107,29038,28225,32609,26911,28648,20309
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","F:Non-financial customers","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:O:F:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,10805,7806,6714,10007,9022,5417,7538,7763,7237,73799,80851,58479,5910,9456,9364,10675,6478,21892,4885,5099,3809,4984,4680
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","U:Insurance and financial guaranty firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:A:U:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,12437,21328,42117,55803,66132,57194,40364,30518,25889,39812,23331,14647,15373,19585,35703,38258,33269,27496,27207,22394,14619,14996,16540
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","W:Hedge funds","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:O:W:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,6602,45216,17380,11651,23149,23708,48792,43050,15376,7884,9558,68691,85602,122604,97503,139740,165615,214253,213219,212995,157982,154438,109608
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","A:All counterparties (net)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:N:A:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,3844993,5125746,7496911,9272179,11101464,14566462,20956091,21811954,16272277,15857976,14464750,12627945,12716236,12555091,11315224,10432259,9725260,8817076,8058876,7827493,6576185,5925361,4972488
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","E:Other financial institutions","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:A:E:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,622352,1322833,1681499,2706557,3985221,7051318,8703766,7054671,4641843,3881327,3377033,2835921,2423222,2450093,1593438,1391174,887908,722226,613572,715745,593308,806527,510339
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","E:Other financial institutions","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:A:E:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,343597,721248,940108,1433550,2092881,3647384,4417721,3727942,2499263,2102263,1851376,1533996,1313857,1381565,883827,768860,494797,399670,343129,404259,336257,470463,303528
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","U:Insurance and financial guaranty firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:N:U:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,6877,11143,23437,20550,30032,25110,66049,37051,37755,41996,28682,21871,26018,32125,31357,27135,26988,20727,18081,16294,12163,11387,9496
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","T:Banks and security firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:O:T:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,8022,15707,15987,25372,45418,71307,47064,126782,79369,202611,157156,135791,112699,126969,101564,78903,92560,47921,36681,74113,48070,26051,29336
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","E:Other financial institutions","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:N:E:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,202670,404517,565104,814311,1235661,1884882,2267041,1818565,1221498,1058711,883123,767600,690728,577601,381764,284327,199543,207618,148392,163421,122898,141542,86599
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","X:Residual financial institutions ( for reporting only)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:A:X:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,10220,8863,49810,91314,131985,204398,279851,198027,114630,127912,85827,44411,39793,44293,71907,86897,71467,46762,51126,41592,67805,33149,38344
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","F:Non-financial customers","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:O:F:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,4811,6667,6279,8027,5574,3618,3713,5321,4975,37795,40499,30601,3536,7169,6709,6186,2768,19649,4254,4549,2537,2768,2994
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","F:Non-financial customers","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:N:F:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,39451,22083,45771,62705,48246,57527,33107,36656,29414,80344,79934,40551,15742,10613,15958,15208,18935,7908,10233,10263,14684,25850,30428
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","U:Insurance and financial guaranty firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:A:U:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,12012,15489,27336,35049,48923,46055,27335,16082,17178,32270,17266,11009,10900,14515,29203,30315,21894,17620,19339,13909,8878,8108,10143
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","W:Hedge funds","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:N:W:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,5251,6478,4755,12391,14690,11316,13918,32260,26504,9668,4613,41470,26825,36996,53680,65401,81159,48971,46174,51819,52920,45875,45834
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","D:Reporting dealers (gross)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:A:D:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,172828,354777,564778,943420,1491176,1696353,2101002,2495993,1773186,2115916,1993534,1884855,1904973,2322301,3244182,3549523,3157037,2723327,2191353,2079108,1722541,1411472,1549249
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","E:Other financial institutions","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:A:E:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,1097245,1594815,2108523,2840123,3265080,5264872,7841025,7290561,5185391,4896944,4304647,4624545,5208092,5239332,3923898,3618306,3805456,3931787,3727661,3492632,3195051,2949641,2419984
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","V:SPVs, SPCs, or SPEs","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:A:V:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,16889,33316,22376,30894,75991,55599,53123,50752,64066,36934,45290,156157,128311,157910,92447,82019,45489,25209,21413,22403,16076,15372,15287
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","W:Hedge funds","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:N:W:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,23349,33121,18953,11125,18369,20269,61191,44947,31175,30424,34482,109511,104431,111012,103149,108406,105663,104253,112672,124133,99993,90847,83289
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","X:Residual financial institutions ( for reporting only)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:N:X:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,37682,21972,261733,436956,792671,1004962,1066638,818452,446852,312288,234990,92063,99875,74349,60968,35025,28129,64720,26596,25123,22121,22946,10251
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","X:Residual financial institutions ( for reporting only)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:N:X:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,66123,74570,510864,845899,1546471,1979729,2163113,1696965,882510,667527,490882,193851,215319,151646,128608,89003,71459,142937,63057,63413,55680,77944,35946
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","E:Other financial institutions","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:A:E:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,2229909,3223616,4267354,5729884,6508445,10243312,15311893,14769364,10570236,9913513,8756996,9443591,10825897,10793389,8060468,7578475,7952035,8138010,7727812,7387394,6625733,6093431,5030028
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","W:Hedge funds","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:N:W:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,2350,3791,1289,2829,3105,4197,9047,18013,17930,6543,1657,17537,11197,19563,30328,35606,42733,35711,32515,34926,34274,29307,32185
